StartRange,EndRange,ISOCode,SrcGrpID
3231118592,3231118847,US,7
3231118848,3231119103,AU,4
3231119104,3231119359,US,7
3231119360,3231119615,GB,6
3231119616,3231120383,TH,3
3231120384,3231120639,NO,1
3231120640,3231120895,US,7
3231120896,3231121151,NO,1
3231121664,3231135231,US,7
3231135232,3231135487,CH,1
3231135488,3231149311,US,7
3231149312,3231149567,CA,5
3231149568,3231150079,US,7
3231150080,3231150335,NL,1
3231150336,3231154431,US,7
3231154432,3231154687,IN,3
3231187200,3231188479,US,7
3231188480,3231188735,NO,1
3231188736,3231190527,US,7
3231190528,3231190783,GB,6
3231190784,3231191295,US,7
3231191296,3231191551,GB,6
3231191552,3231193599,US,7
3231193600,3231194111,DE,9
3231194368,3231197695,US,7
3231197696,3231197951,FR,8
3231197952,3231198207,US,7
3231198208,3231198463,GB,6
3231198464,3231198975,US,7
3231198976,3231199231,PT,1
3231199232,3231199487,GB,6
3231199488,3231200255,NL,1
3231200256,3231200767,US,7
3231200768,3231201023,AT,1
3231201024,3231202559,US,7
3231202560,3231203071,GB,6
3231203072,3231203327,AT,1
3231203328,3231203839,US,7
3231204096,3231204351,US,7
3231204352,3231204607,FI,1
3231204608,3231204863,JP,2
3231204864,3231207167,US,7
3231207424,3231207935,US,7
3231207936,3231208191,DE,9
3231208192,3231208959,US,7
3231208960,3231209471,AU,4
3231209472,3231210239,US,7
3231210496,3231211775,US,7
3231211776,3231212031,CA,5
3231212032,3231212287,CH,1
3231212288,3231214335,US,7
3231214336,3231214591,CA,5
3231214592,3231215103,US,7
3231215360,3231215615,NO,1
3231215616,3231215871,GB,6
3231215872,3231217151,US,7
3231217408,3231217663,AU,4
3231217664,3231218175,US,7
3231218176,3231218431,GB,6
3231218432,3231218687,US,7
3231218688,3231218943,BE,1
3231218944,3231219967,US,7
3231221248,3231221503,US,7
3231221760,3231223039,US,7
3231223040,3231223295,IT,11
3231223296,3231223807,US,7
3231223808,3231224063,AU,4
3231224064,3231224319,US,7
3231224320,3231224575,AU,4
3231224576,3231225599,US,7
3231225600,3231225855,DE,9
3231226368,3231226879,US,7
3231226880,3231227135,GB,6
3231227648,3231228927,US,7
3231228928,3231229183,PR,1
3231229184,3231229439,CA,5
3231229440,3231229695,IT,11
3231229696,3231229951,FR,8
3231229952,3231231487,US,7
3231231488,3231231743,PT,1
3231231744,3231233023,US,7
3231233280,3231234047,US,7
3231234048,3231235071,GB,6
3231235072,3231236095,US,7
3231236608,3231236863,US,7
3231236864,3231237119,CA,5
3231237120,3231237375,US,7
3231237376,3231237631,AU,4
3231237632,3231238911,US,7
3231239168,3231241215,US,7
3231241216,3231241471,JP,2
3231241984,3231244287,US,7
3231244544,3231248639,US,7
3231248640,3231248895,GB,6
3231248896,3231249407,US,7
3231249408,3231249663,GB,6
3231249664,3231250431,US,7
3231250432,3231250687,CA,5
3231250688,3231251711,US,7
3231251712,3231251967,GB,6
3231251968,3231252223,AT,1
3231252736,3231252991,US,7
3231252992,3231253503,GB,6
3231253504,3231254015,US,7
3231254272,3231254783,US,7
3231254784,3231255039,AU,4
3231255040,3231255551,US,7
3231255552,3231255807,GB,6
3231255808,3231256063,PT,1
3231256064,3231257087,US,7
3231257088,3231257599,HU,1
3231257600,3231264255,US,7
3231264512,3231265791,US,7
3231266048,3231275007,US,7
3231275008,3231275263,BR,12
3231275264,3231275519,CH,1
3231275520,3231276287,US,7
3231276288,3231276543,AU,4
3231276544,3231276799,US,7
3231276800,3231281919,JP,2
3231281920,3231282175,US,7
3231282176,3231282431,HU,1
3231282432,3231282943,US,7
3231282944,3231283199,CL,1
3231283200,3231283455,BR,12
3231283456,3231284991,US,7
3231284992,3231285247,PL,1
3231285248,3231287295,US,7
3231287552,3231290111,US,7
3231290368,3231291647,US,7
3231291648,3231291903,GB,6
3231291904,3231292159,US,7
3231292160,3231292415,BR,12
3231292416,3231292927,US,7
3231292928,3231293183,AU,4
3231293184,3231294975,US,7
3231294976,3231295231,GB,6
3231295232,3231295487,CR,1
3231295488,3231295743,BE,1
3231295744,3231296255,US,7
3231296256,3231296511,RU,13
3231296512,3231296767,US,7
3231296768,3231299327,AT,1
3231299328,3231300607,US,7
3231300608,3231300863,SE,1
3231300864,3231301119,GB,6
3231301120,3231302143,US,7
3231302144,3231302399,NO,1
3231302400,3231302655,US,7
3231302656,3231303167,AU,4
3231303168,3231307007,US,7
3231307008,3231307263,GB,6
3231307264,3231308031,US,7
3231308032,3231308287,CA,5
3231308288,3231308799,US,7
3231308800,3231309055,CA,5
3231309056,3231311103,PH,1
3231311104,3231316735,US,7
3231316736,3231316991,NZ,4
3231316992,3231317759,US,7
3231318272,3231318783,US,7
3231319040,3231319807,US,7
3231320064,3231321343,US,7
3231322112,3231324671,SG,3
3231326208,3231342591,US,7
3231350528,3231351551,US,7
3231383808,3231385343,NO,1
3231385856,3231401215,US,7
3231416320,3231423999,US,7
3231449088,3231482879,US,7
3231482880,3231483135,BE,1
3231483136,3231484927,US,7
3231484928,3231489279,JP,2
3231489536,3231490047,JP,2
3231490048,3231490559,US,7
3231490560,3231490815,GB,6
3231490816,3231491071,US,7
3231491328,3231491583,NZ,4
3231491584,3231491839,US,7
3231491840,3231492095,GB,6
3231492096,3231497727,US,7
3231497984,3231499263,US,7
3231499520,3231500031,US,7
3231500032,3231500287,BM,1
3231500288,3231502079,US,7
3231502080,3231502591,AU,4
3231502592,3231502847,US,7
3231502848,3231503103,PT,1
3231503104,3231503615,US,7
3231503616,3231503871,IT,11
3231503872,3231504383,US,7
3231504640,3231504895,GB,6
3231504896,3231505407,US,7
3231505408,3231505663,JP,2
3231505664,3231506687,US,7
3231506688,3231506943,NZ,4
3231506944,3231507199,US,7
3231507200,3231507455,BE,1
3231507456,3231507967,US,7
3231508224,3231508479,US,7
3231508992,3231509247,US,7
3231510272,3231510527,GB,6
3231510784,3231511551,US,7
3231512576,3231512831,LU,1
3231512832,3231513087,AU,4
3231513088,3231513343,US,7
3231513600,3231514367,US,7
3231514880,3231515647,NO,1
3231515648,3231516159,US,7
3231516672,3231519231,SE,1
3231522560,3231524607,US,7
3231531008,3231533567,US,7
3231547392,3231547647,US,7
3231547648,3231547903,NO,1
3231547904,3231556095,US,7
3231556096,3231556351,HK,3
3231556352,3231556607,US,7
3231556608,3231556863,CA,5
3231556864,3231557887,AT,1
3231557888,3231558399,GB,6
3231558400,3231558655,DE,9
3231558656,3231558911,GB,6
3231558912,3231559167,CA,5
3231559168,3231559423,GB,6
3231559424,3231559679,US,7
3231559680,3231559935,GB,6
3231559936,3231561983,US,7
3231561984,3231562239,IT,11
3231562240,3231562495,US,7
3231562496,3231562751,GB,6
3231562752,3231563007,US,7
3231563008,3231563263,CH,1
3231563520,3231563775,HK,3
3231580416,3231580927,US,7
3231581184,3231583231,US,7
3231584256,3231586559,US,7
3231588352,3231596031,US,7
3231596544,3231634943,US,7
3231643648,3231644927,US,7
3231645184,3231645439,US,7
3231645952,3231647743,US,7
3231648000,3231649791,US,7
3231649792,3231653631,SG,3
3231653888,3231655167,US,7
3231663616,3231663871,FI,1
3231663872,3231664127,CA,5
3231664128,3231664383,US,7
3231664384,3231664639,GB,6
3231664640,3231665407,US,7
3231665408,3231665663,IT,11
3231665664,3231667199,US,7
3231667200,3231667711,ES,10
3231667712,3231668735,US,7
3231668736,3231668991,BE,1
3231669248,3231669503,US,7
3231669760,3231670015,CA,5
3231670016,3231670271,DE,9
3231670272,3231671039,US,7
3231671040,3231672319,GB,6
3231672320,3231672575,US,7
3231672576,3231672831,NL,1
3231672832,3231673343,US,7
3231673344,3231673599,NO,1
3231673600,3231673855,IE,1
3231673856,3231674111,US,7
3231674112,3231674367,CA,5
3231674368,3231675391,US,7
3231675392,3231675903,BR,12
3231675904,3231676159,IE,1
3231676416,3231676671,US,7
3231676672,3231676927,FR,8
3231676928,3231677183,FI,1
3231678464,3231682047,US,7
3231711488,3231713023,US,7
3231713024,3231713279,CA,5
3231713280,3231713791,US,7
3231713792,3231714047,IE,1
3231714048,3231715071,US,7
3231715072,3231715327,SI,1
3231715328,3231715583,AU,4
3231715584,3231716095,US,7
3231716096,3231716351,AU,4
3231716352,3231716607,US,7
3231716608,3231716863,TR,1
3231716864,3231717119,LU,1
3231717120,3231717375,NO,1
3231717632,3231718143,US,7
3231718144,3231718399,IT,11
3231718400,3231718655,US,7
3231718656,3231718911,PG,1
3231718912,3231719679,US,7
3231719680,3231719935,ES,10
3231720192,3231720703,US,7
3231720704,3231720959,IT,11
3231720960,3231722751,US,7
3231722752,3231723007,BR,12
3231723008,3231723519,US,7
3231723776,3231724031,US,7
3231724032,3231724287,BR,12
3231724288,3231725055,US,7
3231725312,3231727871,US,7
3231727872,3231728127,DE,9
3231728384,3231728639,AT,1
3231728640,3231729407,US,7
3231729408,3231729663,AU,4
3231729664,3231735551,US,7
3231735552,3231736063,CH,1
3231736064,3231737087,US,7
3231737600,3231739135,US,7
3231739136,3231739391,GB,6
3231739392,3231739647,PL,1
3231739648,3231739903,BR,12
3231739904,3231742719,US,7
3231742720,3231742975,FR,8
3231742976,3231743487,US,7
3231743488,3231743743,NO,1
3231743744,3231743999,US,7
3231744000,3231744255,BR,12
3231744256,3231747583,US,7
3231747584,3231747839,DE,9
3231747840,3231748095,GB,6
3231748096,3231750143,US,7
3231750144,3231750399,NL,1
3231750400,3231750911,US,7
3231750912,3231751167,AU,4
3231751168,3231751423,IT,11
3231751424,3231752191,US,7
3231752192,3231752447,IT,11
3231752448,3231752703,JP,2
3231752704,3231753983,US,7
3231753984,3231754239,CA,5
3231754240,3231754495,US,7
3231754496,3231755263,AU,4
3231755264,3231755519,HU,1
3231755520,3231755775,US,7
3231755776,3231756543,PR,1
3231756544,3231757311,GB,6
3231757312,3231759359,US,7
3231759360,3231759615,BR,12
3231759616,3231760895,US,7
3231760896,3231761407,GB,6
3231761408,3231763711,US,7
3231763712,3231763967,AU,4
3231763968,3231766271,US,7
3231766528,3231768575,US,7
3231768832,3231769087,NO,1
3231769088,3231769343,NZ,4
3231769344,3231769855,US,7
3231769856,3231770111,AU,4
3231770112,3231770367,US,7
3231770368,3231770879,AT,1
3231770880,3231771135,RU,13
3231771136,3231773951,US,7
3231773952,3231775231,PT,1
3231775488,3231775743,PT,1
3231775744,3231775999,IL,1
3231776000,3231776511,US,7
3231777024,3231778047,US,7
3231778816,3231786495,US,7
3231793152,3231793663,BE,1
3231809536,3231810047,NZ,4
3231846400,3231846655,RO,1
3231908096,3231913215,US,7
3231916032,3231948799,FI,1
3231973376,3232038911,AT,1
3232038912,3232104447,SE,1
3232104448,3232107519,DE,9
3232107520,3232108543,NL,1
3232108544,3232129023,DE,9
3232129024,3232131071,NL,1
3232131072,3232133119,DE,9
3232133120,3232133631,NL,1
3232133632,3232134143,DE,9
3232134144,3232137215,NL,1
3232137216,3232141311,DE,9
3232141312,3232141823,NL,1
3232141824,3232156159,DE,9
3232156160,3232156671,NL,1
3232156672,3232159743,DE,9
3232159744,3232160767,NL,1
3232160768,3232163839,DE,9
3232163840,3232165887,NL,1
3232165888,3232169727,DE,9
3232169728,3232169983,NL,1
3232169984,3232235519,IT,11
3232301056,3232302335,US,7
3232303104,3232303615,US,7
3232305152,3232305919,US,7
3232309248,3232311807,SG,3
3232317440,3232317951,US,7
3232366592,3232391167,US,7
3232391168,3232399359,CH,1
3232399360,3232399615,US,7
3232433920,3232435455,US,7
3232436224,3232436735,US,7
3232448512,3232461311,US,7
3232464896,3232483327,GB,6
3232497920,3232500735,US,7
3232500992,3232555775,US,7
3232555776,3232556287,JP,2
3232557056,3232560895,JP,2
3232560896,3232561663,US,7
3232561664,3232561919,CA,5
3232561920,3232562431,US,7
3232562432,3232562687,LU,1
3232562688,3232562943,CA,5
3232563456,3232564479,GB,6
3232565248,3232566527,US,7
3232567296,3232569599,NZ,4
3232571392,3232579583,US,7
3232595968,3232598015,GB,6
3232629248,3232629759,US,7
3232630784,3232632575,US,7
3232632832,3232634879,US,7
3232636928,3232645119,US,7
3232645120,3232646399,AT,1
3232661504,3232694271,JP,2
3232694528,3232695807,US,7
3232696320,3232697599,US,7
3232698368,3232699903,US,7
3232702464,3232706559,FI,1
3232706560,3232706815,US,7
3232710656,3232716799,US,7
3232727040,3232759807,US,7
3232759808,3232825343,SE,1
3233285120,3233285375,US,7
3233481728,3233484799,US,7
3233484800,3233487359,ES,10
3233488896,3233496575,US,7
3233497088,3233505279,US,7
3233513472,3233546239,US,7
3233546496,3233546751,US,7
3233547008,3233548287,US,7
3233548800,3233549055,PT,1
3233549056,3233549311,BR,12
3233549312,3233557247,US,7
3233557248,3233557503,NZ,4
3233557504,3233561855,EC,1
3233561856,3233562367,US,7
3233562368,3233562879,GB,6
3233562880,3233563135,FR,8
3233563136,3233563903,US,7
3233563904,3233564159,GB,6
3233564160,3233564415,US,7
3233564416,3233564671,NZ,4
3233564672,3233564927,US,7
3233564928,3233567743,JP,2
3233568000,3233568767,JP,2
3233569024,3233569535,JP,2
3233569792,3233570047,JP,2
3233570048,3233570559,US,7
3233570816,3233571071,GB,6
3233571072,3233572095,US,7
3233572096,3233572351,AU,4
3233572352,3233573119,US,7
3233573120,3233573375,NO,1
3233573376,3233573631,US,7
3233573632,3233573887,AU,4
3233573888,3233575679,US,7
3233575680,3233575935,AU,4
3233575936,3233576191,RU,13
3233576192,3233576447,GB,6
3233576448,3233577215,US,7
3233577216,3233577471,AT,1
3233577472,3233577727,GB,6
3233577728,3233578239,US,7
3233578240,3233578495,GB,6
3233578496,3233578751,US,7
3233578752,3233579007,IE,1
3233579008,3233579263,AU,4
3233579264,3233579519,GB,6
3233579520,3233580031,US,7
3233580032,3233580287,GB,6
3233580288,3233581055,US,7
3233581056,3233581311,DE,9
3233581312,3233583359,US,7
3233583360,3233583615,GB,6
3233583616,3233584895,US,7
3233584896,3233585151,AU,4
3233585152,3233586431,US,7
3233586432,3233586943,GB,6
3233586944,3233588223,US,7
3233589248,3233589759,CA,5
3233589760,3233590015,CN,2
3233590016,3233590271,TW,2
3233590272,3233590527,TH,3
3233590528,3233590783,PR,1
3233590784,3233591039,PH,1
3233591040,3233591295,ID,3
3233591552,3233593087,US,7
3233593344,3233593599,US,7
3233593600,3233593855,NZ,4
3233593856,3233594111,AU,4
3233594112,3233594367,RU,13
3233594368,3233594623,US,7
3233594624,3233594879,RU,13
3233594880,3233595903,US,7
3233595904,3233596927,EC,1
3233596928,3233603327,US,7
3233603584,3233605887,US,7
3233605888,3233607167,PL,1
3233607168,3233607935,US,7
3233607936,3233608191,NZ,4
3233608192,3233609727,HU,1
3233609728,3233609983,BE,1
3233609984,3233610495,US,7
3233610752,3233611519,US,7
3233612032,3233612287,GB,6
3233612544,3233612799,US,7
3233613056,3233613311,US,7
3233613568,3233613823,US,7
3233613824,3233614847,GB,6
3233615104,3233615359,US,7
3233615360,3233615615,DE,9
3233615616,3233617151,US,7
3233617408,3233617663,CA,5
3233617664,3233617919,GB,6
3233617920,3233618175,JP,2
3233619456,3233620479,US,7
3233620480,3233620735,NZ,4
3233620736,3233620991,US,7
3233622272,3233622527,GB,6
3233622528,3233624831,US,7
3233624832,3233625087,AT,1
3233625088,3233625343,GB,6
3233625344,3233625599,US,7
3233625600,3233625855,AU,4
3233625856,3233626111,GB,6
3233626112,3233626879,US,7
3233627136,3233628671,US,7
3233628672,3233628927,FR,8
3233628928,3233629439,CA,5
3233629440,3233629695,GB,6
3233629696,3233629951,IL,1
3233629952,3233630463,US,7
3233630464,3233630719,NL,1
3233630720,3233630975,US,7
3233631232,3233631487,DE,9
3233631488,3233631743,US,7
3233632000,3233633535,US,7
3233633792,3233635839,US,7
3233635840,3233636095,AU,4
3233636096,3233642239,US,7
3233642240,3233642495,GB,6
3233642496,3233646591,US,7
3233646592,3233646847,AU,4
3233646848,3233647359,US,7
3233647872,3233649663,US,7
3233649664,3233649919,AU,4
3233649920,3233650431,US,7
3233650432,3233650687,DE,9
3233651200,3233651455,IT,11
3233651456,3233651967,US,7
3233651968,3233652223,GB,6
3233652224,3233652479,US,7
3233652480,3233652735,AU,4
3233652736,3233652991,GB,6
3233652992,3233654271,US,7
3233654272,3233655551,GB,6
3233655552,3233662975,US,7
3233663488,3233663999,GB,6
3233664256,3233665023,US,7
3233665024,3233666047,AU,4
3233666048,3233668863,US,7
3233668864,3233669119,PH,1
3233669120,3233670399,US,7
3233670400,3233671679,AU,4
3233671680,3233676031,US,7
3233676032,3233676287,DE,9
3233676288,3233677055,US,7
3233677568,3233679103,US,7
3233679360,3233681151,US,7
3233681408,3233682431,US,7
3233682944,3233684991,US,7
3233684992,3233685503,BR,12
3233685760,3233688063,US,7
3233688576,3233688831,GB,6
3233688832,3233692159,US,7
3233692160,3233692671,NO,1
3233692672,3233692927,US,7
3233692928,3233693183,AU,4
3233693184,3233693695,US,7
3233693696,3233693951,GB,6
3233693952,3233694207,US,7
3233694208,3233694463,AU,4
3233694464,3233694719,GB,6
3233694720,3233694975,US,7
3233694976,3233695231,FR,8
3233695232,3233696511,US,7
3233696512,3233696767,CA,5
3233696768,3233697791,US,7
3233701632,3233701887,NO,1
3233701888,3233704959,US,7
3233704960,3233705215,NZ,4
3233705216,3233710335,US,7
3233710336,3233711359,FR,8
3233711360,3233721599,US,7
3233721600,3233721855,HU,1
3233721856,3233722111,PT,1
3233722112,3233723391,US,7
3233723392,3233723903,AU,4
3233723904,3233724415,GB,6
3233724416,3233725951,US,7
3233725952,3233726975,NO,1
3233726976,3233728767,US,7
3233728768,3233729279,GB,6
3233729280,3233729535,US,7
3233729536,3233730047,SG,3
3233730560,3233732607,AU,4
3233732608,3233733631,US,7
3233734656,3233734911,US,7
3233735680,3233736959,US,7
3233736960,3233737983,FR,8
3233737984,3233738751,US,7
3233738752,3233739007,GB,6
3233739008,3233739263,US,7
3233739264,3233739519,FR,8
3233739520,3233740543,US,7
3233740544,3233741311,GB,6
3233741312,3233742591,US,7
3233742848,3233808383,US,7
3233808384,3233873919,TW,2
3233873920,3233939455,US,7
3233939456,3233980671,FI,1
3233980672,3233980927,GB,6
3233980928,3233991167,FI,1
3233991168,3233991423,DE,9
3233991424,3234004991,FI,1
3234005248,3234005503,GB,6
3234005504,3234005759,AU,4
3234005760,3234007039,US,7
3234007040,3234007295,RU,13
3234007296,3234007551,US,7
3234007552,3234007807,AU,4
3234007808,3234008063,US,7
3234008064,3234008831,NZ,4
3234008832,3234011135,US,7
3234012160,3234013183,US,7
3234013440,3234013695,US,7
3234013696,3234013951,AU,4
3234013952,3234014207,US,7
3234014464,3234014975,US,7
3234014976,3234015487,KR,2
3234015488,3234015743,US,7
3234015744,3234015999,IE,1
3234016000,3234016255,GB,6
3234016256,3234019327,AU,4
3234019328,3234019839,MX,1
3234019840,3234023423,US,7
3234023424,3234023679,PL,1
3234023680,3234024703,US,7
3234026752,3234030079,US,7
3234030080,3234030335,DE,9
3234030336,3234031103,US,7
3234031104,3234031359,AU,4
3234031360,3234031871,US,7
3234031872,3234032127,GB,6
3234032128,3234032383,PL,1
3234032384,3234032895,US,7
3234033152,3234033407,IT,11
3234033408,3234033663,US,7
3234033664,3234033919,AU,4
3234033920,3234034687,US,7
3234034688,3234035455,GB,6
3234035456,3234039295,US,7
3234039296,3234043135,SE,1
3234043136,3234043903,US,7
3234043904,3234044159,AU,4
3234044160,3234048511,US,7
3234048512,3234048767,AU,4
3234048768,3234049279,US,7
3234049792,3234051839,US,7
3234051840,3234052095,NL,1
3234052096,3234052351,DE,9
3234052352,3234052607,US,7
3234052608,3234052863,NZ,4
3234052864,3234054911,US,7
3234054912,3234055167,PT,1
3234055168,3234055423,US,7
3234055424,3234055679,AU,4
3234055680,3234056959,US,7
3234057216,3234061055,US,7
3234061056,3234061311,NZ,4
3234061312,3234064639,US,7
3234064640,3234064895,AU,4
3234064896,3234065407,US,7
3234065408,3234065663,GB,6
3234065664,3234065919,BR,12
3234065920,3234069247,US,7
3234069504,3234069759,US,7
3234070016,3234070271,US,7
3234070784,3234110463,FR,8
3234136064,3234150911,CA,5
3234151424,3234158847,CA,5
3234159104,3234159359,CA,5
3234160128,3234167295,CA,5
3234167808,3234172927,CA,5
3234172928,3234173951,US,7
3234173952,3234175999,CA,5
3234176256,3234177279,US,7
3234177280,3234187007,CA,5
3234187008,3234187519,US,7
3234187520,3234189055,CA,5
3234189312,3234192383,CA,5
3234192384,3234193663,US,7
3234193664,3234198783,CA,5
3234199040,3234201343,CA,5
3234202624,3234203647,US,7
3234203648,3234205695,BR,12
3234205696,3234208255,US,7
3234209792,3234215935,US,7
3234217984,3234221823,US,7
3234234368,3234247167,US,7
3234267392,3234269695,US,7
3234271232,3234275327,PT,1
3234275328,3234279423,AU,4
3234283520,3234312703,US,7
3234332928,3234334975,US,7
3234340864,3234349055,US,7
3234349056,3234353151,NZ,4
3234365440,3234367487,US,7
3234398208,3234529279,US,7
3234529536,3234538751,US,7
3234539008,3234539519,AU,4
3234539520,3234549759,US,7
3234549760,3234550015,RU,13
3234550016,3234553855,NZ,4
3234553856,3234554367,US,7
3234554624,3234554879,NZ,4
3234555904,3234556415,US,7
3234556416,3234556927,CA,5
3234556928,3234557439,FI,1
3234557440,3234564607,US,7
3234564608,3234566911,KR,2
3234566912,3234568703,US,7
3234568704,3234568959,NZ,4
3234568960,3234569215,US,7
3234569216,3234569727,AU,4
3234569728,3234569983,CL,1
3234569984,3234574335,US,7
3234574336,3234574591,AU,4
3234574592,3234574847,MX,1
3234574848,3234576127,US,7
3234576128,3234576895,HK,3
3234576896,3234578687,US,7
3234578688,3234578943,AU,4
3234578944,3234579711,US,7
3234579712,3234579967,CA,5
3234579968,3234581247,US,7
3234581248,3234581503,CA,5
3234581504,3234582527,US,7
3234582528,3234583039,NZ,4
3234583040,3234583807,US,7
3234583808,3234584063,AU,4
3234584064,3234584575,US,7
3234584576,3234584831,NZ,4
3234584832,3234585343,US,7
3234585600,3234587391,US,7
3234587392,3234587647,SA,1
3234587648,3234588415,US,7
3234588672,3234588927,MO,1
3234588928,3234589439,US,7
3234589440,3234589695,AU,4
3234589696,3234589951,US,7
3234590208,3234590463,US,7
3234590720,3234592511,US,7
3234592512,3234592767,TH,3
3234592768,3234594047,US,7
3234594816,3234725887,US,7
3234726144,3234726399,CA,5
3234726400,3234726911,US,7
3234728192,3234730495,US,7
3234730752,3234733055,US,7
3234733056,3234733311,CA,5
3234733312,3234734079,US,7
3234735616,3234737407,US,7
3234738176,3234739455,US,7
3234740224,3234743551,US,7
3234744832,3234745599,US,7
3234745600,3234746879,GB,6
3234746880,3234747903,US,7
3234747904,3234748159,IL,1
3234748160,3234749439,US,7
3234749696,3234750207,CA,5
3234750720,3234751999,US,7
3234752000,3234752255,HK,3
3234752256,3234753535,US,7
3234753536,3234753791,AU,4
3234753792,3234754047,US,7
3234754560,3234755839,US,7
3234755840,3234756095,AU,4
3234756096,3234760703,US,7
3234760960,3234761727,US,7
3234763264,3234764799,CA,5
3234764800,3234766335,NZ,4
3234766336,3234772223,US,7
3234772224,3234772479,CA,5
3234772480,3234772735,US,7
3234772992,3234777599,US,7
3234778368,3234781439,US,7
3234781440,3234781951,CA,5
3234781952,3234782719,US,7
3234782720,3234783999,IL,1
3234784000,3234786815,US,7
3234787328,3234791167,US,7
3234791680,3234794495,US,7
3234794752,3234795007,US,7
3234795008,3234795263,GB,6
3234795264,3234795519,US,7
3234795776,3234796031,US,7
3234796288,3234799359,US,7
3234799360,3234799615,NL,1
3234799616,3234799871,US,7
3234799872,3234800127,AU,4
3234800640,3234800895,AU,4
3234800896,3234801663,US,7
3234801664,3234802431,EC,1
3234802432,3234803711,US,7
3234803712,3234803967,PR,1
3234804224,3234805503,US,7
3234805760,3234806527,US,7
3234807552,3234807807,US,7
3234807808,3234808063,TH,3
3234808064,3234809087,EC,1
3234809088,3234810879,US,7
3234810880,3234811135,CA,5
3234811136,3234814719,US,7
3234814720,3234814975,HK,3
3234814976,3234815999,US,7
3234816000,3234816767,AU,4
3234816768,3234820351,US,7
3234820352,3234820607,AU,4
3234820608,3234821887,US,7
3234821888,3234822655,AU,4
3234822656,3234826751,US,7
3234826752,3234827007,CA,5
3234827008,3234827519,US,7
3234827520,3234827775,GB,6
3234827776,3234828031,LU,1
3234828032,3234828287,NZ,4
3234828288,3234828799,US,7
3234828800,3234829055,CL,1
3234829056,3234830079,US,7
3234830080,3234832127,AU,4
3234832128,3234832639,US,7
3234832640,3234832895,AU,4
3234832896,3234833663,US,7
3234833664,3234833919,AU,4
3234833920,3234838271,US,7
3234838272,3234838527,GT,1
3234838528,3234839295,US,7
3234839296,3234839551,AU,4
3234839552,3234841087,US,7
3234841088,3234841599,BR,12
3234841600,3234841855,PT,1
3234841856,3234842367,AU,4
3234842368,3234842623,US,7
3234842624,3234844415,BR,12
3234844416,3234853375,US,7
3234853376,3234853631,TH,3
3234853632,3234853887,US,7
3234853888,3234854143,EC,1
3234854144,3234854911,US,7
3234854912,3234855167,AU,4
3234855168,3234855935,US,7
3234856192,3234856447,US,7
3234856448,3234856703,TH,3
3234857216,3234861055,CA,5
3234861056,3234864383,US,7
3234865152,3234870271,US,7
3234873344,3234886143,US,7
3234889728,3234897407,US,7
3234922752,3234926847,US,7
3234930688,3234938367,US,7
3234938880,3234988031,US,7
3234988288,3234990847,CA,5
3234996224,3234998783,US,7
3235004416,3235020799,US,7
3235053824,3235056383,US,7
3235057664,3235065343,US,7
3235069952,3235085311,US,7
3235119104,3235275007,US,7
3235315712,3235512319,US,7
3235512320,3235577855,JP,2
3235578112,3235641855,CA,5
3235642112,3235643135,CA,5
3235643392,3235774463,US,7
3235774720,3235776767,CA,5
3235778560,3235800319,US,7
3235840256,3235842303,US,7
3235844096,3235846143,US,7
3235848192,3235856383,US,7
3235856384,3235872767,BR,12
3235872768,3235971071,US,7
3235971328,3235977727,US,7
3235979264,3235985663,US,7
3235987456,3235995647,US,7
3236003840,3236010239,US,7
3236038656,3236044799,US,7
3236044800,3236052991,CA,5
3236052992,3236069375,US,7
3236102400,3236106239,PH,1
3236106240,3236134911,US,7
3236167936,3236175871,CA,5
3236175872,3236191487,US,7
3236200448,3236233215,MY,3
3236233472,3236238591,US,7
3236241408,3236249599,US,7
3236298752,3236302847,US,7
3236302848,3236306943,NZ,4
3236364544,3236365567,US,7
3236365824,3236368127,US,7
3236368128,3236368383,NZ,4
3236368384,3236372991,US,7
3236372992,3236373247,AU,4
3236373760,3236379391,US,7
3236379392,3236379647,AU,4
3236379648,3236380927,US,7
3236381184,3236381439,CA,5
3236381440,3236381695,AT,1
3236381696,3236383999,US,7
3236384000,3236384255,AU,4
3236384256,3236385279,US,7
3236385280,3236385535,DE,9
3236385536,3236385791,US,7
3236386304,3236387071,US,7
3236387072,3236387327,CA,5
3236387328,3236388095,US,7
3236388096,3236389375,PR,1
3236389376,3236392447,US,7
3236392448,3236392703,CL,1
3236392704,3236393471,US,7
3236393472,3236395519,BR,12
3236395520,3236396799,US,7
3236396800,3236397055,AU,4
3236397056,3236398591,US,7
3236398848,3236399615,AU,4
3236399616,3236400127,US,7
3236400128,3236400383,CL,1
3236400384,3236401151,US,7
3236401152,3236401407,AU,4
3236401408,3236403967,US,7
3236404224,3236406783,US,7
3236406784,3236407551,AU,4
3236407552,3236408063,SG,3
3236408064,3236408319,US,7
3236408320,3236409087,CA,5
3236409088,3236409599,BR,12
3236409600,3236411135,US,7
3236411136,3236411391,NZ,4
3236411392,3236413695,US,7
3236413696,3236413951,AU,4
3236413952,3236416255,US,7
3236416256,3236416511,AU,4
3236416512,3236418303,US,7
3236418304,3236418815,AU,4
3236418816,3236419583,US,7
3236419584,3236419839,AU,4
3236419840,3236420095,US,7
3236420096,3236420351,AU,4
3236420352,3236424959,US,7
